model,assignment,cell_group,question_id,round,emotion,personality,passed,total,role,sentiment_negative
mistral_small_3_24b_awq,shared54,worst,abc343_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc343_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc343_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc345_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc345_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc345_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc345_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc345_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc345_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc346_b,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc346_b,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc346_b,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc347_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc347_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc347_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc348_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc348_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc348_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc348_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc348_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc348_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc349_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc349_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc349_c,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc349_d,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc349_d,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc349_d,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc349_e,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc349_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc349_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc351_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc351_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc351_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc352_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc352_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc352_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc352_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc352_e,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc352_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc353_a,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc353_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc353_a,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc354_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc354_d,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc354_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc355_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc355_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc355_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc355_d,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc355_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc355_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc355_e,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc355_e,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc355_e,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc356_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc356_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc356_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc358_a,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc358_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc358_a,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc359_d,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc359_d,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc359_d,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc360_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc360_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc360_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc360_b,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc360_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc360_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc360_c,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc360_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc360_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc360_e,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc360_e,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc360_e,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc363_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc363_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc363_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc364_f,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc364_f,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc364_f,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc365_c,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc365_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc365_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc365_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc365_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc365_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_a,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc366_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_c,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc366_f,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_f,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_f,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc366_g,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc366_g,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc366_g,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc367_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc367_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc367_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc367_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc367_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc367_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc368_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc368_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc368_c,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc369_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc369_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc369_b,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc369_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc369_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc369_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc370_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc370_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc370_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc370_b,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc370_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc370_b,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc371_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc371_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc371_d,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc371_f,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc371_f,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc371_f,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc372_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc372_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc372_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc373_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc373_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc373_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc374_g,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc374_g,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc374_g,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc375_b,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc375_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc375_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc375_d,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc375_d,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc375_d,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc376_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc376_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc376_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc376_f,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc376_f,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc376_f,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc377_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc377_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc377_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc377_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc377_c,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc377_c,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc377_e,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc377_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc377_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc379_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc379_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc379_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc379_d,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc379_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc379_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc379_g,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc379_g,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc379_g,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc380_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc380_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc380_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc380_d,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc380_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc380_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc381_a,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc381_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc381_a,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc382_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc382_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc382_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc383_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc383_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc383_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc385_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc385_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc385_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc386_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc386_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc386_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc386_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc386_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc386_c,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc387_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc387_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc387_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc388_f,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc388_f,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc388_f,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc389_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc389_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc389_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc389_d,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc389_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc389_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc391_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc391_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc391_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc391_f,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc391_f,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc391_f,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc392_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc392_b,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc392_b,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc392_f,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc392_f,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc392_f,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc392_g,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc392_g,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc392_g,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc393_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc393_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc393_e,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc393_f,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc393_f,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc393_f,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc394_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc394_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc394_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc394_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc394_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc394_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc394_e,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc394_e,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc394_e,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc396_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc396_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc396_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc396_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc396_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc396_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc399_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc399_c,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,abc399_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc400_e,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc400_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,abc400_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc181_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc181_b,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc181_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc181_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc181_c,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc181_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc182_c,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc182_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc182_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc183_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc183_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc183_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc185_e,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc185_e,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc185_e,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc186_b,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc186_b,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc186_b,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc186_c,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc186_c,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc186_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc188_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc188_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc188_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc189_c,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc189_c,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc189_c,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc189_d,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc189_d,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc189_d,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc190_a,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc190_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc190_a,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc190_c,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc190_c,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc190_c,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc191_a,0,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc191_a,1,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc191_a,2,anger,HHL,70,282,reviewer,0
mistral_small_3_24b_awq,shared54,worst,arc192_a,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc192_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc192_a,2,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc193_a,0,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc193_a,1,anger,HHL,70,282,reviewer,1
mistral_small_3_24b_awq,shared54,worst,arc193_a,2,anger,HHL,70,282,reviewer,0
